id,age,gender,area,status,education,consuptionAbility,device,work,connectionType,behavior
34063,32,,4,,,,,,4,
34064,19,,,,,,,,,
34065,16,,1,,,,,,,
34066,5,,3,,4,,,,,
34067,31,,,,,,,,,
34068,11,,10,,6,,,,,
34069,31,,,,,,,,,
34070,46,,,,,,,,,
34071,34,,,,,,,,,
34072,11,,,,,,,,,
34073,28,,10,,,,,,,
34074,7,,1,,,,,,,
34075,22,1,16,,,,,,,73
34076,21,,,,,,,,,
34077,27,,,,,,,,,
34078,,,1,,,,,,,
34079,20,,1,,,,,,,28
34080,10,1,32,,,,,,,
34081,37,,17,8,,,,,2,12
34082,10,,1,,4,,,,,
34083,,,1,,,,,,,
34084,,,1,,,,,,,
34085,,,,,,,,,,
34086,5,,1,,,,,,,
34087,5,,1,,,,,,,8
34088,6,1,1,,4,,,,,34
34089,9,,1,,,,,,,
34090,11,,,,,,,,,
34091,31,,,,,,,,,
34092,4,1,20,3,,,,,,
34093,9,,1,,,,,,,
34094,10,,7,,,,,,,4
34095,15,,1,,,,,,,
34096,29,,64,,,,,,,
34097,13,,,,,,,,,
34098,24,,1,,,,,,,
34099,,,,,,,,,,
34100,,,3,,,,,,,
34101,14,,44,3,,,,,,22
34102,,,,,,,,,,
34103,10,,,,4,,,,2,12
34104,17,,,,,,,,,
34105,13,1,66,,,,,,,18
34106,39,,,,,,,,,
34107,33,,29,,,,,,,54
34108,,,394,,,,,,,
34109,9,,394,,,,,,,20
34110,31,,,,,,,,,
34111,,,,,,,,,,
34112,27,,10,,,,,,,5
34113,47,,1,,,,,,3,11
34114,16,,,,,,,,,
34115,6,,4,,,,,,,11
34116,,,,,,,,,,
34117,5,,21,,1,,,,,25
34118,22,,60,,,,,,,34
34119,32,,1,,,,,,,
34120,,,,,,,,,,
34121,18,,,,,,,,,
34122,23,,,,,,,,,
34123,19,,,,,,,,,
34124,25,,,,,,,,,
34125,7,,1,,,,,,,
34126,24,1,2,,,,,,,163
34127,12,1,4,3,,,,,,
34128,3,,,,,,,,,
34129,,,,,,,,,,
34130,,,,,,,,,,
34131,22,,1,,,,,,,
34132,19,,,,,,,,,
34133,2,1,6,4,,,,,,
34134,31,,,,,,,,,
34135,,,,,,,,,,
34136,34,,,,,,,,,
34137,6,1,,,,,,,,30
34138,,,,,,,,,,
34139,31,,,,,,,,,
34140,,1,,,,,,,2,2
34141,34,,1,2,,,,,,
34142,7,,1,,,,,,,
34143,4,1,52,2,4,,,,,45
34144,10,,,,,,,,,
34145,19,,,,,,,,,
34146,37,,29,,,,,,,54
34147,14,,,,,,,,,
34148,42,,,,,,,,,
34149,,,,,,,,,,
34150,31,,,,,,,,,
34151,9,,1576,,,,,,,13
34152,,,,,,,,,,
34153,10,,11,,,,,,2,4
34154,21,1,4,,,,,,,6
34155,,,1,,,,,,,
34156,8,1,2,,,,,,,69
34157,11,,,,,,,,,
34158,41,1,16,,,,,,,73
34159,25,,1,,,,,,,37
34160,31,,,,,,,,,
34161,,,,,,,,,,
34162,22,1,16,,,,,,,73
34163,31,,,,,,,,,
34164,21,1,323,,,,2,,3,27
34165,35,,,,,,,,,
34166,9,1,42,,,,,,,
34167,19,,,,,,,,,
34168,21,,1,,,,,,,
34169,4,,,,,,,,,
34170,,,,,,,,,,
34171,5,,,,4,,,,2,24
34172,26,,1,,,,,,,
34173,19,,,,,,,,,
34174,8,1,4,3,,,,,,
34175,3,,,,,,,,,
34176,3,,,,4,,,,2,11
34177,6,,,,,,,,,
34178,31,,,,,,,,,
34179,5,,,,,,,,,
34180,9,,,,,,1,,,2
34181,,,,,,,,,,
34182,25,,,,,,,,,
34183,16,,,,,,,,,
34184,,,1,,,,,,,
34185,10,,1,,,,,,,11
34186,31,,,,,,,,,
34187,20,,,,,,,,,
34188,12,1,1,,,,,,,
34189,39,,2,,,,,,,24
34190,42,,,,,,,,,
34191,10,,,,4,,,,2,61
34192,8,1,94,,,,,,,
34193,34,,2,,,,,,,49
34194,47,,1,,,,,,3,11
34195,10,,,,4,,,,2,11
34196,,,,,,,,,,
34197,6,,,,,,,,,24
34198,5,1,31,,,,,,,53
34199,,,1,,,,,,,
34200,9,1,323,,,,2,,3,27
34201,7,,1,2,,,,,,
34202,31,,,,,,,,,
34203,9,,,,,,,,,
34204,37,,,,,,,,,
34205,,,,,,,,,,
34206,6,,,,,,,,,
34207,18,,56,,,,,,,15
34208,10,,,,4,,,,2,11
34209,11,,,,,,,,,
34210,14,,,,,,,,,
34211,11,,1,,,,,,,
34212,25,1,16,,,,,,,73
34213,32,,36,2,,,,,,
34214,6,,112,,,,,,,
34215,27,,32,,,,,,2,
34216,6,,54,,5,,,,,
34217,965,,53,,,,,,,5
34218,27,,52,,,,1,,2,
34219,9,,124,,,,,,,
34220,7,,,,,,,,,
34221,,,,,,,,,,
34222,16,1,,,,,1,,,2
34223,30,,,,,,,,,
34224,31,,,,,,,,,
34225,33,,2,,,,,,,
34226,28,,1,,,,,,,
34227,31,,,,,,,,,
34228,15,,10,,,,,,,
34229,21,1,4,,,,,,,6
34230,14,,,,,,,,,
34231,31,,,,,,,,,
34232,17,,44,3,,,,,,22
34233,31,,,,,,,,,
34234,29,,80,,,,,,,38
34235,,,1,,,,,,,
34236,13,,,,,,,,,
34237,19,,,,,,,,,
34238,17,,44,3,,,,,,22
34239,7,,328,,,,,,,
34240,27,,52,,,,1,,2,
34241,,,,,,,,,,
34242,,,1,,,,,,,
34243,4,,,,,,,,,
34244,12,,,,,,,,,
34245,8,,,,,,,,,
34246,31,,,,,,,,,
34247,25,,,,,,,,,
34248,5,,,,,,,,,
34249,17,,13,,,,,,,10
34250,29,,3,,,,,,,
34251,10,,,,4,,,,2,11
34252,27,,,,,,,,,
34253,6,,1,,,,,,,11
34254,40,,,,,,,,,
34255,12,,,,,,,,,
34256,,,,,,,,,,
34257,27,,,,,,,,,
34258,10,,,,4,,,,2,21
34259,11,,,,,,,,,
34260,31,,,,,,,,,
34261,19,,,,,,,,,
34262,17,1,201,,3,1,3,,4,13
34263,12,,,,,,,,,
34264,,,,,,,,,,
34265,31,,,,,,,,,
34266,37,,124,,,,,,,
34267,,,64,,,,,,,
34268,6,,52,,,,1,,2,
34269,,,1,,,,,,,
34270,,,1,,,,,,,
34271,,1,,,,,,,,
34272,16,,1,,,,,,,
34273,,,32,,,,,,,
34274,,,1,,,,,,,
34275,22,,,,,,,,,
34276,5,,31,,,,,,,
34277,29,,,,,,,,,
34278,,,,,,,,,,
34279,22,,1,,,,,,,
34280,29,1,,,,,,,,56
34281,43,,,,,,,,,
34282,975,1,,,,,,,,
34283,10,,10,,,,,,,
34284,4,1,,,,,,,,82
34285,31,,,,,,,,,
34286,30,,62,,,,,,,
34287,10,,7,,,,,,,4
34288,3,1,25,,,,,,2,24
34289,22,1,94,,,,,,,
34290,15,,1,,,,,,,
34291,10,,,,,,,,,
34292,31,,1,,,,,,,
34293,31,,,,,,,,,
34294,,,,,,,,,,
34295,,,,,,,,,,
34296,31,,,,,,,,,
34297,24,,,,,,,,,
34298,39,,,,,,,,,
34299,8,,3,,,,,,,
34300,,,,,,,,,,
34301,10,,,,4,,,,2,11
34302,,,,,,,,,,
34303,31,,,,,,,,,
34304,33,,1,,,,,,,
34305,27,1,31,,,,,,,53
34306,,,,,,,,,,
34307,49,,1,,,,,,,
34308,31,,,,,,,,,
34309,5,,,,4,,,,2,24
34310,28,1,16,,,,,,,73
34311,37,,1,,,,,,,
34312,3,,,,,,,,,
34313,12,1,94,,,,,,,
34314,12,,,,,,,,,
34315,4,1,31,,,,,,,53
34316,,,,,,,,,,
34317,9,,1,,,,,,3,11
34318,,,64,,,,,,,
34319,16,,,,,,,,,
34320,49,,1,,,,,,,
34321,5,,,,,,,,,
34322,,,394,,,,,,,
34323,20,,,,,,,,,
34324,31,,,,,,,,,
34325,24,1,2,,,,,,,163
34326,20,,,,,,,,,
34327,10,,,,,,,,,
34328,,,,,,,,,,
34329,2,1,6,4,,,,,,
34330,5,1,13,,,,,,,
34331,6,,,,,,,,,
34332,27,,1576,,,,,,,13
34333,,,4,,,,,,,
34334,22,,,,,,,,,
34335,31,,,,,,,,,
34336,10,,20,3,4,1,,,,8
34337,31,,,,,,,,,
34338,12,,,,,,,,,
34339,24,,,,,,,,,
34340,31,1,201,,3,1,3,,4,13
34341,6,1,1,,4,,,,,34
34342,17,1,81,,5,,,,,
34343,,,,,,,,,,
34344,31,,,,,,,,,
34345,11,,17,,,,,,2,21
34346,,,1,,,,,,,
34347,27,,4,,,,,,,28
34348,,,,,,,,,,
34349,,,26,,,,,,,
34350,14,,,,,,,,,
34351,31,,,,,,,,,
34352,11,,2,,3,,,,,7
34353,7,,,,,,,,,
34354,22,,,,,,,,,
34355,5,,,,,,,,,
34356,7,,,,,,,,,
34357,22,,1,,,,,,,
34358,22,1,,,,,,,,
34359,31,,,,,,,,,
34360,10,,,,,,,,,
34361,24,,1,,,,,,,
34362,22,1,94,,,,,,,
34363,5,,,,,,,,,
34364,11,,1,,,,,,,
34365,21,,1,,,,,,,
34366,43,,,,,,,,,
34367,,,,,,,,,,
34368,,,1,,,,,,,
34369,,,,,,,,,,
34370,31,,,,,,,,,
34371,7,,,,,,,,,
34372,,,,,,,,,,
34373,31,,,,,,,,,
34374,15,,,,,,,,,
34375,5,1,,,,,1,,,2
34376,22,,1,,,,,,,
34377,12,,,,,,,,,
34378,4,,3,,,,,,,221
34379,975,,3,,,,,,,6
34380,6,,,,,,,,,
34381,35,,1,,4,,,,,
34382,,,,,,,,,,
34383,17,,,,,,,,,
34384,,,,,,,,,,
34385,,1,,,,,,,2,2
34386,,,1,,,,,,,
34387,13,,1,,,,,,,
34388,6,,54,,5,,,,,
34389,31,,,,,,,,,
34390,9,,1,,,,,,,8
34391,21,,1,,,,,,,2
34392,,,124,,,,,,,
34393,4,,,,,,,,,
34394,31,,,,,,,,,
34395,5,,,,,,,,,
34396,12,,2,,,,,,,
34397,,,3,,,,,,,
34398,25,,,,,,,,,
34399,17,,22,,,,,,,
34400,6,,,,,,,,,
34401,22,,1,,,,,,,
34402,12,1,,,,,,,,
34403,,,,,,,,,,
34404,7,,,,,,,,,
34405,21,,1,,,,,,,
34406,23,,,,,,,,,
34407,31,,,,,,,,,
34408,31,,,,,,,,,
34409,11,,,,,,,,,
34410,13,,,,,,,,,
34411,31,,,,,,,,,
34412,22,1,94,,,,,,,
34413,8,,,,,,,,,
34414,5,,3,,4,,,,,
34415,,,31,,,,,,,
34416,,,1,,,,,,,
34417,12,,,,,,,,,
34418,10,,,,4,,,,2,19
34419,32,,56,,,,,,,
34420,7,,1,,,,,,,
34421,19,,,,,,,,,
34422,,,,,,,,,,
34423,8,,,,4,,,,2,21
34424,8,,1,,,,,,,
34425,5,,1,,,,,,,
34426,21,1,4,,,,,,,6
34427,31,,,,,,,,,
34428,17,,1,,,,,,,
34429,35,,1,,4,,,,,
34430,20,,,,,,,,,
34431,17,1,20,3,,,,,,
34432,16,,1,,,,,,,
34433,13,,13,,4,,,,,3
34434,14,,1,,,,,,,
34435,28,1,52,,,,,,,18
34436,25,,,,,,,,,
34437,17,,1,,,,,,,
34438,,,,,,,,,,
34439,14,,1,,,,,,,
34440,15,,1,,,,,,,
34441,,,1,,,,,,,
34442,,,394,,,,,,,
34443,13,,1,,,,,,,
34444,12,1,94,,,,,,,
34445,5,,,,,,,,,
34446,,,1,,,,,,,
34447,,,,,,,,,,
34448,,,,,,,,,,
34449,,,,,,,,,,
34450,31,,,,,,,,,
34451,,,,,,,,,,
34452,31,,,,,,,,,
34453,11,,1,,,,,,,
34454,10,,1,,,,,,,
34455,15,,,,,,,,,
34456,,,,,,,,,,
34457,,,,,,,,,,
34458,31,,,,,,,,,
34459,,,,,,,,,,
34460,26,,1,,,,,,,
34461,,,,,1,,1,,,
34462,31,,,,,,,,,
34463,,,,,,,,,,
34464,,,6,,,,,,,13
34465,,,4,,,,,,,
34466,5,,10,,,,,,,
34467,14,,,,,,,,,13
34468,3,1,2,,,,,,,
34469,,,1,,,,,,,
34470,6,,1,,,,,,,
34471,31,,,,,,,,,
34472,21,,1,,,,,,,
34473,8,,,,,,,,,
34474,5,,1,,,,,,,
34475,,,,,,,,,,20
34476,,,2,,,,,,,
34477,10,,,,,,,,,
34478,17,1,1,,,,,,,
34479,11,,,,,,,,,
34480,8,,54,,,,,,,
34481,2,1,7,,,,,,,
34482,,,,,,,,,,
34483,31,,,,,,,,,
34484,34,,1,2,,,,,,
34485,22,,1,,,,,,,8
34486,34,,1,2,,,,,,
34487,30,,,,,,,,,
34488,,,1,,,,,,,
34489,4,,3,,,,,,,221
34490,986,,,,,,,,,
34491,,,,,,,,,,
34492,13,1,94,,,,,,,
34493,8,,1,,,,,,,
34494,42,,3,,,,,,,
34495,31,,,,,,,,,
34496,7,,,,,,,,,
34497,,,18,,,,,,,
34498,,,,,,,,,,
34499,8,,2,,2,,,,,
34500,31,,,,,,,,,
34501,13,,1,,,,,,,
34502,7,,,,,,,,,
34503,,,,,,,,,,
34504,22,,1,,,,,,,
34505,13,,,,,,,,,
34506,10,,,,4,,,,2,61
34507,34,,29,,,,,,,54
34508,6,,29,,,,,,,54
34509,,,,,,,,,,
34510,22,1,94,,,,,,,
34511,22,,,,,,,,,
34512,27,,,,,,,,,
34513,,,,,,,,,,
34514,9,1,,,,,,,,23
34515,11,,1,,,,,,,8
34516,6,,1,,,,,,,
34517,,,,,,,,,,
34518,33,,,,,,,,,
34519,,,1,,,,,,,
34520,31,,,,,,,,,
34521,15,,,,,,,,,
34522,,,394,,,,,,,
34523,25,,1,,,,,,,
34524,,,1,,,,,,,
34525,,,1,,,,,,,
34526,7,,1,,,,,,,8
34527,,,1,,,,,,,
34528,,,130,,,,,,,
34529,,,1,,,,,,,
34530,31,,,,,,,,,
34531,13,,1,,,,,,,
34532,29,,32,,4,,,,,44
34533,27,,10,,,,,,,5
34534,,,,,,,,,,
34535,38,,2,,,,,,,
34536,4,,1,,,,,,,
34537,,,,,,,,,,
34538,31,,,,,,,,,
34539,13,,,,,,,,,
34540,,,1,,,,,,,
34541,8,,,,,,,,,
34542,10,1,32,,,,,,,
34543,34,,1,2,,,,,,
34544,4,,,,,,,,,
34545,9,,,,,,,,,
34546,31,,,,,,,,,
34547,31,,,,,,,,,
34548,31,,,,,,,,,
34549,17,1,23,,,,,,,7
34550,9,,54,,,,,,,
34551,31,,,,,,,,,
34552,5,,3,,,,,,,5
34553,18,,,,,,,,,7
34554,31,,,,,,,,,
34555,24,1,,,,,,,,
34556,,,,,,,,,,
34557,,,1,,,,,,,
34558,3,,,,,,,,,
34559,,,3,,1,,,,2,
34560,31,,,,,,,,,
34561,31,,,,,,,,,
34562,10,,62,,,,,,,
34563,,,,,,,,,,
34564,14,,60,,,,,,,34
34565,,,,,,,,,,
34566,4,,10,,,,,,,
34567,22,,,,,,,,,
34568,18,,,,,,,,,
34569,31,,,,,,,,,
34570,33,,29,,,,,,,54
34571,12,1,,,,,,,,
34572,31,,,,,,,,,
34573,8,,6,,,,,,2,
34574,3,,1,,,,,,,
34575,,,,,,,,,,
34576,12,1,,,,,,,,
34577,42,,2,,,,,,,
34578,22,,,,,,,,,
34579,,,,,,,,,,
34580,14,1,,,,,,,2,2
34581,19,,4,,,,,,,11
34582,,,,,,,,,,
34583,11,,,,,,,,,
34584,8,1,94,,,,,,,
34585,30,,,,,,,,,
34586,6,,1,,,,,,,
34587,,,1,,,,,,,
34588,,,,,,,,,,
34589,19,,,,,,,,,
34590,7,,46,3,,,,,,42
34591,28,1,66,,,,,,,18
34592,,,1,,,,,,,
34593,4,,,,,,,,,
34594,,,1,,,,,,,
34595,20,,1,,,,,,,2
34596,22,,,,,,,,,
34597,45,,,,,,,,,
34598,16,,,,,,,,,
34599,13,,1,,,,,,,
34600,33,,14,,,,,,,
34601,32,,47,,,,,,,31
34602,27,,52,,,,1,,2,
34603,7,1,94,,,,,,,
34604,41,,,,,,,,,
34605,7,,1,,,,,,,
34606,982,,14,,,,,,,
34607,10,,,,,,,,,
34608,,,,,,,,,,
34609,37,,,,,,,,,
34610,29,,1,,,,,,,
34611,5,,60,,,,,,,
34612,14,,,,,,,,,
34613,42,,3,,,,,,,
34614,2,1,7,,,,,,,
34615,,,394,,,,,,,
34616,7,,,,,,,,,
34617,,,,,,,,,,
34618,12,,1,,,,,,3,11
34619,,,,,,,,,,
34620,,,,,,,,,,
34621,3,,,,,,,,,
34622,31,,,,,,,,,
34623,31,,,,,,,,,
34624,22,,,,,,,,,
34625,7,,1,,,,,,,
34626,18,,,,,,,,,
34627,,,,,,,,,,
34628,,,394,,,,,,,
34629,13,1,31,,,,,,,53
34630,42,1,31,,,,,,,53
34631,22,,,,,,,,,
34632,7,,15,,,,,,,
34633,24,,27,,,,,,,7
34634,20,,54,,,,,,,
34635,7,,,,,,,,,
34636,31,,,,,,,,,
34637,46,,,,4,,,,2,24
34638,8,,,,,,,,,
34639,2,1,10,,,,,,,
34640,31,,,,,,,,,
34641,,,,,,,,,,
34642,27,1,556,,,,2,,,9
34643,11,,22,,,,,,,
34644,20,,,,4,,,,2,30
34645,16,,,,,,,,,
34646,,,394,,,,,,,
34647,,,,,,,,,,
34648,16,,,,,,,,,
34649,,,,,,,,,,
34650,8,,1,,,,,,,
34651,31,,,,,,,,,
34652,3,,2,,3,,,,,8
34653,12,1,,,,,,,,
34654,34,,54,,5,,,,,
34655,9,,,,,,,,,
34656,3,,1,,,,,,,8
34657,5,,,,,,,,,
34658,,,,,,,,,,
34659,,,1,,,,,,,
34660,31,,,,,,,,,
34661,,,,,,,,,,
34662,6,,9,,,,,,,
34663,,,1,,,,,,,
34664,31,,,,,,,,,
34665,,,394,,,,,,,20
34666,10,,,,,,,,,
34667,15,,,,,,,,,
34668,29,,32,,4,,,,,44
34669,16,,56,,,,,,,15
34670,12,,17,8,,,,,2,12
34671,12,,,4,5,,,,,
34672,,,1,,,,,,,
34673,49,,54,,,,,,,
34674,6,1,16,,,,,,,73
34675,31,,,,,,,,,
34676,31,,,,,,,,,
34677,,,1,,,,,,,
34678,40,,,,,,,,,
34679,4,,,,,,,,,
34680,11,,32,,,,,,,
34681,6,1,66,,,,,,,18
34682,,,31,,,,,,,
34683,,,1,,,,,,,
34684,11,,64,,,,,,,
34685,,,,,,,,,,
34686,16,,1,,,,,,,
34687,31,,,,,,,,,
34688,,,,,,,,,,
34689,29,,,,,,,,,
34690,5,,112,,,,,,,
34691,22,1,94,,,,,,,
34692,,,,,,,,,,
34693,7,,1,,,,,,,
34694,,,,,,,,,,
34695,31,,,,,,,,,
34696,24,,10,,,,,,,
34697,,,1,,,,,,,
34698,,,2,,,,,,,
34699,32,,1,,,,,,,13
34700,,,1,,,,,,,
34701,,,37,,,,,,,
34702,31,,,,,,,,,
34703,12,,12,6,,,,,,5
34704,31,,,,,,,,,
34705,3,,,,,,,,,
34706,4,1,81,,5,,,,,
34707,2,1,4,,,,,,,
34708,19,,52,,,,1,,2,
34709,10,,,,4,,,,2,11
34710,31,,,,,,,,,
34711,13,,12,,,,,,,13
34712,,,37,,,,,,,
34713,10,1,,,,,,,2,2
34714,,,1,,,,,,,
34715,22,,,,,,,,,
34716,22,,,,,,,,,
34717,23,,,,,,,,,
34718,12,1,,,,,,,,
34719,22,,1,,,,,,,2
34720,36,,,,,,,,,22
34721,34,,3,,4,,,,,
34722,37,,18,,,,,,,4
34723,48,,,,,,,,,
34724,,,1,,,,,,,
34725,20,,,,,,,,,
34726,5,,21,,1,,,,,25
34727,,1,,,,,,,2,2
34728,38,,2,,3,,,,,7
34729,,,2,,,,,,,
34730,,,,,,,,,,
34731,,,,,,,,,,
34732,,,1,,,,,,,
34733,31,,,,,,,,,
34734,18,,1,1,,,,,,8
34735,,,394,,,,,,,
34736,22,1,21,,,,,,,3
34737,16,,,,,,,,,
34738,8,,1,,5,,,,2,96
34739,31,,,,,,,,,
34740,31,,,,,,,,,
34741,7,,1,,,,,,,
34742,22,1,94,,,,,,,
34743,13,,,,,,,,,
34744,8,,,,,,,,,
34745,41,,,,,,,,,
34746,,,1,,,,,,,
34747,26,,54,,,,,,,
34748,11,,1,,,,,,,
34749,24,,,,,,,,,
34750,12,,20,3,4,1,,,,8
34751,34,,46,,,,,,,3
34752,12,1,,,,,,,,
34753,16,,1,,,,,,,12
34754,2,1,6,4,,,,,,
34755,14,,2,,,,,,,
34756,7,1,,,,,,,,
34757,26,,,,,,,,,
34758,,,,,,,,,,
34759,33,,,,,,,,,
34760,5,1,66,,,,,,,38
34761,22,,,,,,,,,
34762,21,,1,,,,,,,2
34763,19,,,,,,,,,
34764,970,,12,6,,,,,,5
34765,3,1,3,,,,,,,43
34766,,,3,,,,,,,
34767,23,,17,8,,,,,2,12
34768,,,,,,,,,,
34769,,,394,,,,,,,
34770,22,1,94,,,,,,,
34771,10,,60,,,,,,,34
34772,,,,,,,,,,
34773,8,,1,,,,,,,
34774,,,,,,,,,,
34775,23,,,,,,,,,
34776,31,,,,,,,,,
34777,6,,1,,,,,,,
34778,9,,1,,,,,,,
34779,37,,17,8,,,,,2,12
34780,16,,2,,,,,,,75
34781,,,394,,,,,,,
34782,,,,,,,,,,
34783,31,,,,,,,,,
34784,37,,10,,,,,,,
34785,,,,,,,,,,
34786,47,,1,,,,,,3,11
34787,10,,,,4,,,,2,11
34788,31,,,,,,,,,
34789,24,,2,,,,,,,
34790,6,,4,,,,,,,11
34791,33,,,,,,,,,
34792,29,1,92,,4,,,,2,
34793,,,394,,,,,,,
34794,31,,,,,,,,,
34795,,,,,,,,,,
34796,,,,,,,,,,
34797,14,,,4,5,,,,,
34798,,,,,,,,,,
34799,7,1,,,,,,,,44
34800,9,1,48,,,1,,,,3
34801,21,,,,,,,,,
34802,,,1,,,,,,,
34803,18,,1,,,,,,,
34804,,,,,,,,,,
34805,26,,1,,,,,,,
34806,34,1,3,,,,,,,43
34807,15,,,4,5,,,,,
34808,31,,,,,,,,,
34809,19,,1,,,,,,3,11
34810,34,,,,,,,,,
34811,,,3,,,,,,,
34812,10,,,,,,,,,
34813,31,,,,,,,,,
34814,49,,54,,,,,,,
34815,42,,,,,,,,,
34816,,,394,3,,,,,,2
34817,11,,1,,,,,,,
34818,10,,,,,,,,,
34819,,,96,,,,,,,
34820,6,,1,,,,,,,
34821,22,1,556,,,,2,,,9
34822,12,,54,,5,,,,,
34823,10,,,,4,,,,2,11
34824,13,,,,,,,,,
34825,,,64,,,,,,,
34826,11,,1,,,,,,,
34827,15,,1,2,,,,,,
34828,9,,1,,,,,,,
34829,19,,,,,,,,,
34830,7,,1,,,,,,3,11
34831,12,,,,,,,,,24
34832,23,1,92,,4,,,,2,
34833,34,,1,2,,,,,,
34834,3,,,,4,,,,2,11
34835,,,1,,,,,,,
34836,,,,,,,,,,
34837,24,,,,,,,,,
34838,,,1,,,,,,,
34839,6,1,16,,,,,,,73
34840,6,,,,,,,,,7
34841,22,1,94,,,,,,,
34842,5,,1,,,,,,,
34843,,,394,,,,,,,
34844,16,,1,,,,,,,
34845,7,,2,,3,,,,,8
34846,23,,,,,,,,,
34847,31,,,,,,,,,
34848,23,,1,,,,,,,
34849,10,,,,,,,,,
34850,13,,,,,,,,,
34851,,,348,,,,,,,
34852,,,1,,4,,,,,89
34853,976,1,81,,5,,,,,
34854,,,,,,,,,,
34855,35,1,16,,,,,,,73
34856,31,,,,,,,,,
34857,25,,1,,,,,,3,11
34858,11,,4,,,,,,,11
34859,4,1,4,3,,,,,,
34860,3,,,,,,,,,
34861,31,,,,,,,,,
34862,,,1,,,,,,,
34863,3,,,,4,,,,2,24
34864,8,,,,,,,,,7
34865,34,,,,,,,,,
34866,3,,2,,3,,,,,8
34867,10,,,,4,,,,2,11
34868,24,,,,,,,,,
34869,6,,,,,,,,,
34870,,,394,,,,,,,
34871,31,,,,,,,,,
34872,10,,,,,,,,,
34873,6,,1,,,,,,3,11
34874,27,,10,,,,,,,5
34875,33,,,,,,,,,
34876,15,,,,,,,,,
34877,24,,13,,4,,,,,3
34878,35,1,201,,3,1,3,,4,13
34879,29,1,16,,,,,,,73
34880,24,,1,,,1,2,,3,27
34881,,,64,,,,,,,
34882,5,,1,,4,,,,,89
34883,22,1,94,,,,,,,
34884,,,1,,,,,,,
34885,44,,1,,,,,,,
34886,11,,,,,,,,,
34887,,,,,,,,,,
34888,33,,1,,,,,,,
34889,11,,,,,,,,,
34890,23,,1,,,,,,,
34891,9,1,16,,,,,,,73
34892,15,,,,,,,,,
34893,27,,,,,,,,,
34894,5,,1,,,,,,,8
34895,,,130,,,,,,,
34896,21,,1,,,,,,,
34897,35,,,,,,,,,
34898,,,1,,,,,,,
34899,26,1,,,,,,,,7
34900,7,,,,,,,,,
34901,7,,1,,,,,,,
34902,4,,1,,,,,,,
34903,16,1,25,,,,,,2,24
34904,,,,,,,,,,
34905,9,,,,,,,,,
34906,2,1,1,,,,,,,
34907,14,,60,,,,,,,34
34908,,,1,,,,,,,
34909,,,,,,,,,,
34910,36,,1,,,,,,,
34911,18,,17,8,,,,,2,12
34912,,,58,,,,,,,
34913,32,,36,2,,,,,,
34914,10,,,,4,,,,2,21
34915,15,,1,,,,,,,
34916,4,1,,,,,,,,82
34917,40,,2,,5,,,,,
34918,18,,1,,,,,,,
34919,31,,,,,,,,,
34920,31,,,,,,,,,
34921,31,,,,,,,,,
34922,21,,26,,,,,,,
34923,9,,1,2,,,,,,
34924,31,,,,,,,,,
34925,7,,56,,,,,,,
34926,24,1,2,,,,,,,163
34927,19,1,1,,,,,,,
34928,,,3,,,,,,,
34929,,,,,,,,,,
34930,,,,,,,,,,
34931,22,,1,,,,,,,
34932,19,,2,,,,,,,10
34933,,,,,,,,,,
34934,31,,,,,,,,,
34935,11,,1,,,,,,,
34936,,,1,,,,,,,
34937,39,,,,,,,,,22
34938,972,,6,,,,,,,
34939,6,,1,,,,,,,
34940,17,,1,,,,,,,
34941,4,,21,,1,,,,,25
34942,,,,,,,,,,
34943,7,,198,3,,,,,,22
34944,26,,,,,,,,,
34945,,,394,,,,,,,
34946,19,,52,,,,1,,2,
34947,6,,,,,,1,,,2
34948,,,,,,,,,,
34949,12,,15,,,,,,,
34950,13,1,38,,1,,,,4,7
34951,,,,,,,,,,
34952,20,,,,,,,,,
34953,,,1,,,,,,,
34954,6,,,,,,,,,
34955,17,,1,,,,,,,
34956,10,,1,,,,,,,11
34957,,,1,,,,,,,
34958,31,,,,,,,,,
34959,3,,1,,,,,,,
34960,6,,1,,,,,,,11
34961,4,,3,,,,,,,221
34962,5,,1,,,,,,,
34963,,,1,,,,,,,
34964,23,,1,,,,,,,
34965,,,,,,,,,,
34966,29,,1,,,,,,,
34967,10,1,,,,,,,2,2
34968,32,,1,,,,,,,
34969,15,,,,,,,,,
34970,4,1,31,,,,,,,53
34971,31,,,,,,,,,
34972,6,,64,3,,,,,,22
34973,,,1,,,,,,,
34974,4,,40,,,,,,,
34975,,,1,,,,,,,
34976,37,,2,,,,,,,
34977,19,,,,,,,,,
34978,,,,,,,,,,
34979,19,,,,,,,,,
34980,,,1,,,,,,,
34981,31,,,,,,,,,
34982,3,,17,8,,,,,2,12
34983,41,,1,,,,,,,13
34984,14,,2,,,,,,,
34985,12,,15,,,,,,,
34986,20,,,,,,,,,
34987,,,1,,,,,,,
34988,6,,,,,,,,,
34989,15,,,,,,,,,
34990,,,1,,,,,,,
34991,38,,,,,,,,,
34992,31,,1,,,,,,,
34993,12,,62,,,,,,,
34994,12,,,,,,,,,
34995,,,54,,,,,,,
34996,4,,,,,,,,,
34997,,,,,,,,,,
34998,,,394,,,,,,,
34999,,,,,,,,,,
35000,11,,1,,,,,,,
35001,,,,,,,,,,
35002,,,1,,,,,,,
35003,,,,,,,,,,
35004,,,,,,,,,,
