ad_id,time,age,gender,area,status,education,consuptionAbility,device,work,connectionType,behavior
661938,2018-12-21 12:28:27,31,,,,,,,,,
661971,2019-02-20 13:46:03,,,,,,,,,,
661997,2018-12-19 04:39:13,31,,,,,,,,,
662042,2019-03-08 16:44:10,,,124,,,,,,,
662050,2018-12-19 04:39:56,31,,,,,,,,,
662074,2018-12-19 15:41:23,,,1,,,,,,,
662075,2018-12-19 05:03:41,31,,,,,,,,,
662081,2019-02-28 07:22:10,31,,,,,,,,,
662095,2018-10-25 04:37:19,,,1,,,,,,,
662130,2018-04-14 11:28:07,,,1,,,,,,,
662133,2019-03-08 10:33:20,22,,32,,,,,,,
662229,2018-08-07 15:11:48,,,1,,,,,,,
662280,2019-03-16 10:45:29,40,,20,,,,,,,
662366,2018-06-26 10:20:21,31,,,,,,,,,
662463,2018-11-02 04:40:33,31,,,,,,,,,
662500,2019-03-19 18:55:17,,,1,,,,,,,
662531,2019-02-27 19:51:49,38,,,,,,,,,
662555,2019-02-27 17:11:10,,,,,,,,,,
662566,2019-02-18 05:36:43,31,,,,,,,,,
662591,2018-10-26 14:52:21,,,1,,,,,,,
662600,2019-03-17 12:52:45,,,1,,,,,,,
662621,2019-02-11 18:29:05,25,,60,,,,,,,31
662643,2019-03-11 17:52:26,,,1,,,,,,,
662678,2018-08-22 14:44:05,27,,92,3,,1,,,,
662698,2018-04-14 14:31:43,,,1,,,,,,,
662750,2019-02-16 05:38:24,,,1,,,,,,,
662797,2019-01-15 14:24:50,,,1,,,,,,,
662808,2019-02-25 05:39:39,31,,,,,,,,,
662816,2019-03-15 07:52:50,,,1,,,,,,,
662825,2019-02-26 09:52:11,,,,,,,,,,
662872,2017-08-21 10:54:53,22,,,,,,,,,
662882,2019-03-14 12:52:36,,,1,,,,,,,
662932,2019-02-04 05:33:47,,,1,,,,,,,
662953,2018-01-03 12:19:48,,,1,,,,,,,
662982,2018-12-19 05:01:01,31,,,,,,,,,
662995,2019-03-18 10:08:33,27,1,556,,,,,,,8
663035,2019-03-11 23:09:38,,,1,,,,,,,
663161,2019-02-25 15:01:32,12,,30,,4,1,,,,8
663208,2019-01-21 05:38:22,,,1,,,,,,,
663281,2018-06-22 04:31:38,31,,,,,,,,,
663288,2019-02-25 07:02:39,31,,,,,,,,,
663298,2018-10-31 18:32:09,31,,,,,,,,,
663312,2019-01-18 16:22:27,,,1,,,,,,,
663322,2018-08-10 10:27:36,,,474,,,,,,,
663326,2017-02-05 13:30:45,19,,,,,,,,,
663329,2019-03-05 22:52:14,,,1,,,,,,,
663432,2019-01-25 05:36:26,,,1,,,,,,,
663433,2019-02-18 12:41:59,31,,,,,,,,,
663448,2019-03-13 22:14:41,48,,55,,,,,,,
663458,2019-01-01 05:36:18,31,,,,,,,,,
663459,2019-03-11 15:29:24,15,,8,,,,,,,1
663467,2019-02-18 16:53:32,976,,10,,,,,,,
663493,2019-03-15 05:41:13,31,,,,,,,,,
663554,2018-10-25 04:41:32,,,1,,,,,,,
663573,2018-11-02 07:05:35,31,,,,,,,,,
663609,2019-01-16 05:37:18,,,1,,,,,,,
663620,2019-03-11 14:12:39,31,,,,,,,,,
663643,2019-02-21 05:37:57,,,1,,,,,,,
663672,2019-02-19 05:35:18,,,1,,,,,,,
663722,2019-03-08 18:35:34,982,,,,,,,,,
663738,2018-01-08 01:17:55,,,1,,,,,,,
663807,2019-03-15 14:54:16,27,,1,,,,,,,17
663818,2018-08-22 12:01:59,,,1,,,,,,,
663823,2019-03-14 14:15:23,51,,88,,,,,,,
663825,2018-12-20 04:58:05,31,,,,,,,,,
663873,2019-02-21 05:36:52,,,1,,,,,,,
663891,2019-02-27 16:51:49,,,,,,,,,,
663893,2019-03-06 10:52:55,,,,,,,,,,
663894,2018-10-09 16:01:07,,,1,,,,,,,
663915,2019-03-13 18:06:11,30,,15,,,,,,,26
663924,2019-03-16 05:42:13,,,,,,,,,,
663933,2019-02-21 05:47:52,,,1,,,,,,,
663945,2019-03-17 09:58:48,9,1,5,,,,,,,
663957,2019-03-19 14:52:34,,,,,,,,,,
664037,2019-02-21 07:03:17,,,1,,,,,,,
664052,2019-03-09 22:42:15,31,,,,,,,,,
664054,2018-08-22 15:53:05,,,1,,,,,,,
664058,2019-02-22 16:18:08,10,1,6,,,,,,,
664059,2019-03-13 10:14:51,,,1,,,,,,,
664084,2018-12-06 11:22:47,43,1,1,,,,,,,
664111,2019-03-15 21:52:37,,,1,,,,,,,
664131,2018-01-03 12:13:15,,,1,,,,,,,
664139,2019-03-04 20:02:29,,,1,,,,,,,
664162,2019-03-18 05:37:21,,,1,,,,,,,
664188,2019-03-05 11:52:44,,,,,,,,,,
664203,2018-01-04 13:44:57,,,1,,,,,,,
664217,2019-01-16 05:38:35,31,,,,,,,,,
664223,2019-03-15 20:52:11,,,,,,,,,,
664241,2019-03-09 13:25:13,7,1,6,,,,,,,
664246,2019-03-05 21:52:05,,,,,,,,,,
664272,2019-03-14 17:22:03,34,,3,,4,,,,,
664280,2019-02-25 23:14:52,4,,16,,2,,,,3,35
664285,2019-01-24 19:20:11,,,1,,,,,,,
664294,2018-10-24 14:16:52,,,1,,,,,,,
664301,2019-03-01 09:53:49,34,,,,,,,,,10
664308,2018-10-30 04:48:23,,,1,,,,,,,
664311,2019-03-13 19:00:19,22,,6,,5,,,,2,60
664358,2019-02-09 17:52:21,31,,,,,,,,,
664363,2019-03-08 17:25:05,976,,5,,,,,,,
664385,2019-02-23 18:02:20,31,,,,,,,,,
664419,2019-03-02 10:52:10,,,,,,,,,,
664444,2019-02-28 05:35:08,,,,,,,,,,
664447,2019-03-06 16:43:10,31,,,,,,,,,
664450,2018-06-22 09:04:43,31,,,,,,,,,
664462,2018-12-22 04:43:34,,,1,,,,,,,
664485,2019-02-25 07:02:44,,,1,,,,,,,
664494,2017-06-21 18:30:00,,,,,,,,,,
664509,2019-02-12 05:37:27,34,,1,2,,,,,,
664529,2019-03-15 20:28:45,23,1,62,,,,,,2,10
664555,2019-03-09 20:35:36,40,1,2,,,,,,,162
664565,2019-01-12 20:23:48,31,,,,,,,,,
664589,2019-03-03 17:00:08,956,1,31,,,,,,2,6
664616,2019-02-22 05:37:33,,,1,,,,,,,
664622,2019-03-18 11:42:39,,,1,,,,,,,
664667,2019-03-12 09:47:54,8,,2,3,,,,,2,
664701,2018-06-22 14:20:12,31,,,,,,,,,
664723,2019-03-11 16:39:05,12,,1,,,,,,,
664739,2019-02-26 22:19:38,29,1,24,,,,,,2,14
664749,2019-03-14 15:52:20,,,,,,,,,,
664830,2018-12-20 07:04:53,31,,,,,,,,,
664834,2019-02-27 17:52:00,,,,,,,,,,
664838,2019-03-01 17:47:47,16,1,19,3,,,,,,
664849,2019-03-08 15:52:05,31,,,,,,,,,
664852,2019-02-22 20:51:52,38,,,,,,,,,
664863,2019-03-12 13:52:38,,,1,,,,,,,
664921,2019-02-21 05:35:56,,,1,,,,,,,
664925,2019-02-23 05:45:32,,,1,,,,,,,
664928,2017-09-07 15:53:45,,,,,,,,,,
664955,2019-02-20 13:46:59,,,,,,,,,,
665038,2019-02-07 20:44:39,976,1,,,5,,,,3,
665044,2019-02-28 12:52:06,,,,,,,,,,
665045,2018-08-09 11:45:11,,,1,,,,,,,
665051,2018-11-01 04:39:22,31,,,,,,,,,
665089,2019-03-07 15:22:45,,,,,,,,,,
665100,2019-03-01 22:02:06,,,1,,,,,,,
665117,2018-10-24 14:19:27,,,1,,,,,,,
665126,2018-06-22 10:44:06,31,,,,,,,,,
665165,2019-02-22 10:42:17,31,,,,,,,,,
665166,2019-02-21 21:24:07,12,1,4,,,,,,,
665256,2019-03-12 11:13:41,24,,,,,,,,,7
665259,2019-03-09 10:20:47,11,,3,3,,,,,,
665277,2018-12-07 19:07:24,,,1,,,,,,,
665287,2019-03-05 21:52:20,,,,,,,,,,
665295,2018-04-05 16:43:27,34,,54,,5,,,,,
665339,2018-01-03 11:59:11,,,1,,,,,,,
665381,2019-02-24 05:37:03,,,1,,,,,,,
665398,2019-02-08 10:13:42,31,,,,,,,,,
665409,2019-02-21 05:33:46,,,1,,,,,,,
665413,2019-02-23 05:38:17,31,,,,,,,,,
665475,2019-03-08 17:15:31,976,,5,,,,,,,
665501,2019-03-05 14:16:01,960,,31,,5,,,,2,
665521,2019-03-05 10:12:21,34,,1,2,,,,,,
665538,2019-03-01 09:22:33,,,,,,,,,,
665595,2019-03-15 15:52:30,,,,,,,,,,
665617,2019-02-26 22:32:13,28,,8,,,,,,,1
665623,2017-07-19 08:53:54,19,1,,,,,,,,
665643,2018-09-13 10:10:26,,,1,,,,,,,
665729,2019-02-26 07:03:17,,,1,,,,,,,
665731,2019-03-13 05:38:11,,,1,,,,,,,
665739,2017-01-20 16:01:57,,,,,,,,,,
665778,2019-02-26 11:02:16,,,1,,,,,,,
665835,2018-11-16 04:31:02,,,1,,,,,,,
665861,2019-02-15 15:32:12,17,1,8,3,,,,,,8
665922,2019-03-17 17:22:36,30,1,323,,,,,,3,26
665928,2019-03-08 15:34:03,982,,32,,,,,,2,75
665931,2018-11-12 04:30:57,,,1,,,,,,,
665941,2019-02-27 09:52:23,,,1,,,,,,,
665959,2018-10-10 04:40:14,,,1,,,,,,,
665986,2019-03-03 05:35:55,,,1,,,,,,,
666021,2017-08-05 17:16:22,12,1,,,,,,,,
666035,2019-03-08 12:52:52,,,1,,,,,,,
666061,2018-07-02 11:32:09,,,1,,,,,,,
666167,2019-02-27 21:53:12,6,,1,,,,,,,
666234,2019-03-05 17:52:27,,,1,,,,,,,
666275,2018-11-19 08:38:46,,,,,,,,,,
666333,2018-11-18 04:30:56,,,1,,,,,,,
666353,2019-02-28 05:35:20,,,1,,,,,,,
666371,2018-01-07 11:16:35,,,1,,,,,,,
666385,2018-06-21 14:31:40,31,,,,,,,,,
666441,2019-03-01 11:40:52,2,,1,,,,,,,
666485,2019-03-03 05:35:47,,,1,,,,,,,
666502,2019-01-01 14:41:12,,,,,,,,,,
666515,2019-03-14 16:27:31,40,,20,,,,,,,
666528,2019-03-08 05:40:54,34,,1,2,,,,,,
666580,2019-03-04 22:32:28,14,,8,,,,,,,
666588,2018-01-02 13:07:09,38,,,,,,,,,
666635,2016-08-10 15:50:07,,,,,,,,,,
666646,2019-03-13 17:52:24,977,,2,,,,,,,19
666664,2019-02-28 07:04:48,31,,,,,,,,,
666666,2019-03-19 13:31:17,24,1,18,,,,,,,5
666682,2019-03-10 05:34:04,31,,,,,,,,,
666688,2018-08-30 04:39:29,,,1,,,,,,,
666691,2019-02-28 05:35:03,,,1,,,,,,,
666706,2019-03-11 14:12:49,,,1,,,,,,,
666710,2018-08-26 04:36:04,,,1,,,,,,,
666720,2019-01-04 09:56:26,31,,,,,,,,,
666732,2018-11-03 04:49:08,,,1,,,,,,,
666735,2019-03-16 17:24:46,34,,10,,4,,,,,
666766,2018-10-22 15:59:37,5,,4,,3,,,,,4
666771,2019-02-25 19:51:56,,,1,,,,,,,
666781,2018-10-25 04:41:54,34,,1,2,,,,,,
666786,2018-10-29 10:00:12,,,1,,,,,,,
666787,2018-10-15 12:51:42,31,,,,,,,,,
666838,2019-02-26 22:51:57,,,1,,,,,,,
666857,2019-03-12 15:13:25,29,,116,,6,,,,,1
666947,2019-02-17 05:36:28,,,1,,,,,,,
666971,2019-03-06 15:52:22,,,1,,,,,,,
667066,2019-02-23 13:53:36,,,1,,,,,,,
667108,2019-02-22 12:42:34,,,,,,,,,,
667111,2019-02-18 05:43:41,,,1,,,,,,,
667143,2019-02-25 19:02:00,,,,,,,,,,
667154,2019-03-13 10:31:16,17,,23,,,,,,,
667171,2019-02-22 23:48:00,965,1,26,,,,,,,10
667253,2019-03-14 14:31:48,33,1,10,,,,,,,27
667258,2018-08-24 04:41:33,,,1,,,,,,,
667265,2018-12-20 04:51:10,31,,,,,,,,,
667310,2018-01-05 14:46:44,,,1,,,,,,,
667500,2019-03-14 14:49:54,18,,,,,,,,,36
667503,2018-12-25 10:47:18,4,,2,,,,,,,
667559,2019-02-28 15:46:50,50,,88,,,,,,,
667578,2018-10-09 17:13:55,31,,,,,,,,,
667592,2018-12-19 04:39:23,,,1,,,,,,,
667604,2019-03-06 05:36:30,31,,,,,,,,,
667622,2019-03-05 11:52:49,,,1,,,,,,,
667649,2019-02-19 05:31:56,31,,,,,,,,,
667662,2019-03-14 19:02:17,,,,,,,,,,
667664,2019-02-26 07:02:45,31,,,,,,,,,
667669,2018-06-22 04:34:36,31,,,,,,,,,
667745,2018-12-19 10:54:01,31,,,,,,,,,
667749,2019-02-21 05:35:15,31,,,,,,,,,
667756,2018-12-22 04:49:02,,,,,,,,,,
667840,2018-12-20 04:37:25,,,1,,,,,,,
667879,2019-03-08 16:52:25,,,1,,,,,,,
667882,2019-03-05 14:52:36,,,,,,,,,,
667893,2019-02-22 07:03:34,31,,,,,,,,,
667910,2019-02-24 07:04:37,31,,,,,,,,,
667927,2018-12-23 07:04:05,,,1,,,,,,,
667936,2019-03-13 15:02:28,31,,,,,,,,,
667964,2018-09-19 20:50:45,34,,1,2,,,,,,
667975,2019-02-25 05:35:13,,,1,,,,,,,
667985,2019-02-28 05:36:39,,,1,,,,,,,
668028,2019-02-22 10:22:35,34,,1,2,,,,,,
668034,2019-02-14 05:34:42,31,,,,,,,,,
668061,2019-03-03 10:12:12,,,1,,,,,,,
668076,2019-02-27 07:22:11,31,,,,,,,,,
668093,2017-12-26 14:13:57,,,1,,,,,,,
668097,2019-03-08 18:02:26,,,,,,,,,,
668128,2018-11-10 04:41:37,,,1,,,,,,,
668136,2019-03-08 05:40:42,31,,,,,,,,,
668142,2019-02-18 05:37:16,,,1,,,,,,,
668188,2019-02-23 07:04:37,31,,,,,,,,,
668197,2019-03-02 11:52:29,31,,,,,,,,,
668235,2018-12-31 12:58:17,,,,,,,,,,
668239,2019-03-05 12:52:38,,,1,,,,,,,
668255,2019-02-28 07:22:04,31,,,,,,,,,
668294,2018-01-03 12:19:35,,,1,,,,,,,
668389,2018-11-03 04:48:42,31,,,,,,,,,
668413,2019-02-14 05:35:19,31,,,,,,,,,
668445,2018-02-25 16:36:43,,,,,,,,,,
668449,2019-03-04 23:24:37,9,1,2,,,,,,,17
668468,2018-12-20 04:37:50,,,1,,,,,,,
668484,2018-07-02 04:43:41,,,1,,,,,,,
668493,2019-03-14 11:16:46,30,1,2,,5,,,,,
668542,2019-01-01 05:36:22,31,,,,,,,,,
668579,2018-11-25 04:30:56,31,,,,,,,,,
668619,2019-02-24 07:02:59,,,1,,,,,,,
668667,2018-02-09 01:01:50,38,,,,,,,,,
668673,2019-03-15 13:52:03,12,,,,,,,,,2
668696,2018-08-17 11:03:22,,,1,,,,,,,
668738,2019-03-18 13:41:41,26,,54,,5,1,,,3,
668742,2019-02-28 07:11:21,,,1,,,,,,,
668746,2019-02-16 05:36:39,31,,,,,,,,,
668747,2019-03-08 05:40:20,,,1,,,,,,,
668818,2019-03-06 05:35:41,,,1,,,,,,,
668838,2019-02-26 11:52:15,,,1,,,,,,,
668916,2019-03-07 10:41:20,,,,,,,,,,
668922,2016-09-28 14:44:14,26,,,,,,,,,
668967,2018-11-01 04:41:30,31,,,,,,,,,
668981,2018-11-15 04:39:45,,,1,,,,,,,
669058,2019-01-16 05:37:28,31,,,,,,,,,
669059,2019-02-10 17:28:30,18,,1,,,,,,,
669104,2019-03-09 15:02:44,,,1,,,,,,,
669105,2019-03-05 22:52:11,,,,,,,,,,
669108,2019-03-10 05:39:31,,,1,,,,,,,
669164,2019-03-12 11:32:16,,,1,,,,,,,
669183,2018-12-20 04:39:28,,,1,,,,,,,
669241,2019-01-28 12:51:59,,,,,,,,,,
669290,2019-03-06 15:29:20,24,,6,,1,,,,,2
669292,2019-02-22 05:37:09,,,1,,,,,,,
669319,2017-10-24 10:14:52,,,,,,,,,,
669325,2018-08-09 11:40:26,,,1,,,,,,,
669340,2017-07-30 17:08:01,19,,,,,,,,,
669359,2019-03-01 17:02:25,,,,,,,,,,
669366,2019-03-11 12:12:58,970,,39,,,,,,2,1
669385,2018-08-09 11:46:02,,,1,,,,,,,
669393,2019-03-10 05:40:17,31,,,,,,,,,
669398,2018-12-19 05:11:09,31,,,,,,,,,
669416,2019-02-18 05:34:59,,,1,,,,,,,
669524,2017-12-26 10:46:32,,,4,,,,,,,
669548,2018-10-13 11:05:38,,,1,,,,,,,
669582,2019-02-25 22:51:49,,,1,,,,,,,
669596,2019-02-22 17:35:50,35,,6,,,,,,,17
669734,2018-06-30 04:50:53,,,1,,,,,,,
669784,2018-03-09 16:08:00,,,1,,,,,,,
669800,2019-02-27 05:35:32,34,,1,2,,,,,,
669829,2018-11-16 04:32:11,31,,,,,,,,,
669874,2018-11-04 04:51:07,31,,,,,,,,,
669921,2019-03-19 18:02:15,,,,,,,,,,
669932,2018-01-04 12:11:50,,,1,,,,,,,
669973,2019-03-18 17:04:51,14,,1,,,,,,2,166
669984,2019-02-18 05:35:14,31,,,,,,,,,
669992,2019-03-13 17:08:11,10,,30,,,,,,,
669996,2019-02-24 15:37:50,29,,2,,,,,,,
670051,2019-02-27 16:48:21,11,1,1,,,,,,2,
670053,2019-03-03 05:36:05,,,1,,,,,,,
670058,2019-02-19 14:22:18,975,,60,,,,,,,51
670090,2018-08-22 17:41:36,22,,7,,,,,,,101
670091,2018-12-03 18:22:26,31,,,,,,,,,
670120,2019-02-04 05:37:26,,,,,,,,,,
670131,2019-02-18 05:35:04,,,1,,,,,,,
670167,2019-02-24 07:02:44,31,,,,,,,,,
670183,2019-01-11 05:36:24,,,1,,,,,,,
670184,2018-12-26 10:16:45,,,1,,,,,,,
670211,2018-12-23 07:04:18,,,1,,,,,,,
670245,2019-03-03 05:35:33,31,,,,,,,,,
670305,2019-03-04 11:53:39,31,,,,,,,,,
670347,2018-11-08 16:42:33,,,1,,,,,,,
670361,2019-02-21 07:03:07,31,,,,,,,,,
670375,2019-03-06 05:40:17,,,1,,,,,,,
670378,2019-02-15 05:36:40,,,1,,,,,,,
670382,2018-01-03 11:42:33,,,1,,,,,,,
670421,2019-01-21 05:37:41,,,1,,,,,,,
670448,2019-03-14 18:05:13,,,2,,,,,,,
670485,2019-02-18 05:36:43,31,,,,,,,,,
670496,2019-03-10 16:48:32,8,1,4,,,,,,,5
670528,2019-03-03 18:12:10,34,,1,2,,,,,,
670600,2019-02-16 15:12:09,,,1,,,,,,,
670617,2018-01-04 11:57:09,31,,,,,,,,,
670628,2019-01-23 05:36:57,,,1,,,,,,,
670641,2019-03-14 11:14:25,,,,,,,,,,
670647,2019-03-16 09:47:09,978,1,,,,,,,,69
670676,2018-08-29 18:11:50,38,,,,,,,,,
670714,2018-11-08 12:01:04,12,,6,,2,,,,,8
670732,2019-02-19 05:35:23,,,1,,,,,,,
670834,2019-03-19 18:19:51,22,,30,,,1,,,3,57
670843,2019-03-01 14:46:57,965,,60,,,,,,,18
670846,2019-03-05 12:52:43,,,,,,,,,,
670871,2018-10-25 04:37:19,,,1,,,,,,,
670890,2019-02-22 07:03:35,31,,,,,,,,,
670918,2019-02-19 15:23:53,13,,,,,,,,,
670930,2016-08-05 16:01:33,,,,,,,,,,
670974,2018-08-18 04:44:35,,,1,,,,,,,
670986,2019-02-21 05:36:23,,,1,,,,,,,
671035,2018-12-02 04:32:38,31,,,,,,,,,
671078,2019-02-21 21:51:47,,,1,,,,,,,
671123,2019-01-19 13:22:16,,,1,,,,,,,
671200,2019-02-28 22:57:39,,,,,,,,,,
671286,2016-09-01 10:35:46,,,,,,,,,,
671362,2019-03-03 05:35:34,,,1,,,,,,,
671421,2019-02-21 07:03:11,31,,,,,,,,,
671436,2018-11-30 15:42:33,,,1,,,,,,,
671455,2019-02-28 19:01:57,,,,,,,,,,
671468,2018-12-01 16:30:14,,,1,,,,,,,
671469,2019-03-17 13:42:37,,,1,,,,,,,
671476,2018-12-19 04:41:11,31,,,,,,,,,
671489,2019-03-06 20:02:19,,,1,,,,,,,
671500,2018-12-19 04:33:13,31,,,,,,,,,
671507,2018-12-22 04:56:35,,,1,,,,,,,
671521,2017-11-10 12:26:58,,,,,,,,,,
671566,2018-12-19 04:56:12,31,,,,,,,,,
671614,2018-12-06 13:40:56,31,,,,,,,,,
671627,2018-08-10 10:41:52,,,474,,,,,,,
671630,2018-06-30 07:00:11,,,1,,,,,,,
671655,2019-02-20 05:39:39,31,,,,,,,,,
671674,2019-03-04 15:52:03,,,1,,,,,,,
671679,2019-03-02 19:21:58,,,1,,,,,,,
671700,2019-03-08 10:16:37,18,,,,,,,,,23
671744,2019-03-06 14:53:28,31,,,,,,,,,
671784,2018-01-04 14:04:48,,,1,,,,,,,
671817,2018-10-25 04:36:21,,,1,,,,,,,
671829,2019-02-17 05:39:50,,,1,,,,,,,
671858,2018-12-19 05:10:37,31,,,,,,,,,
671859,2019-03-18 05:37:37,,,1,,,,,,,
671884,2019-02-28 11:24:57,975,,3,,,,,,,5
671972,2019-02-27 16:51:51,,,1,,,,,,,
672035,2019-01-19 12:52:22,,,1,,,,,,,
672060,2018-08-24 09:18:39,31,,1,,,,,,,2
672141,2018-12-19 04:42:02,31,,,,,,,,,
672184,2019-02-22 05:44:42,,,1,,,,,,,
672191,2018-12-17 11:02:14,,,,,,,,,,
672200,2019-03-07 16:22:02,976,,7,,,,,,,
672254,2019-03-06 15:54:27,31,,,,,,,,,
672255,2018-10-09 14:41:34,,,1,,,,,,,
672299,2019-03-12 16:52:32,,,1,,,,,,,
672357,2018-08-08 04:35:18,,,1,,,,,,,
672360,2019-03-12 08:32:40,34,,1,2,,,,,,
672459,2018-03-05 17:21:36,,,1,,,,,,,
672480,2019-02-18 05:35:16,,,1,,,,,,,
672530,2019-03-05 16:06:19,,,,,,,,,,
672552,2019-02-19 19:02:18,,,1,,,,,,,
672562,2018-12-18 23:51:43,31,,,,,,,,,
672565,2019-03-05 10:04:19,,,1,,,,,,,
672573,2018-08-17 15:30:36,,,1,,,,,,,
672677,2019-03-01 10:02:20,31,,,,,,,,,
672682,2019-02-17 11:51:30,,,1,,,,,,,
672698,2019-03-06 16:20:54,,,2,,,,,,,
672732,2019-03-04 05:37:06,,,1,,,,,,,
672818,2019-03-14 16:52:35,,,1,,,,,,,
672842,2019-03-19 13:34:52,37,1,,,,,,,,7
672860,2018-03-07 16:01:54,24,3,,,,,,,,
672882,2019-01-21 17:49:36,29,,56,,,,,,,14
672896,2018-11-03 04:42:45,,,1,,,,,,,
672962,2019-02-26 11:53:24,,,1,,,,,,,
672980,2018-03-15 17:20:45,38,,,,,,,,,
672997,2018-12-20 07:01:04,31,,,,,,,,,
673009,2019-03-15 17:20:27,34,,106,,,,,,,
673036,2018-11-04 04:31:30,31,,,,,,,,,
673049,2019-03-08 05:40:54,38,,,,,,,,,
673062,2018-01-03 13:03:48,,,1,,,,,,,
673069,2018-08-20 15:02:15,,,1,,,,,,,
673074,2018-12-18 20:13:53,31,,,,,,,,,
673082,2018-12-20 04:49:33,31,,,,,,,,,
673097,2018-11-06 04:32:15,,,1,,,,,,,
673149,2018-01-03 11:45:54,31,,,,,,,,,
673181,2018-10-27 04:46:31,,,1,,,,,,,
673233,2018-06-30 04:55:25,,,1,,,,,,,
673263,2019-03-16 17:32:42,976,,1,,,,,,,
673278,2018-11-01 04:38:51,31,,,,,,,,,
673394,2019-02-18 07:03:13,,,1,,,,,,,
673407,2019-02-24 07:03:34,31,,,,,,,,,
673409,2018-10-10 04:39:31,,,1,,,,,,,
673437,2019-03-18 18:14:27,13,,,,3,,,,,5
673457,2019-02-24 05:40:49,,,1,,,,,,,
673480,2018-03-20 10:52:58,,,1,,,,,,,
673553,2019-03-14 11:52:43,,,1,,,,,,,
673589,2019-02-26 05:35:46,,,1,,,,,,,
673608,2019-03-18 17:19:29,965,,30,,,,,,2,41
673609,2019-03-09 05:39:28,31,,,,,,,,,
673624,2019-02-24 07:02:47,,,1,,,,,,,
673665,2019-03-11 05:38:15,,,1,,,,,,,
673686,2019-02-27 19:51:47,,,1,,,,,,,
673705,2019-03-08 05:41:07,,,1,,,,,,,
673708,2019-03-11 17:42:35,,,1,,,,,,,
673785,2019-03-06 22:52:07,,,1,,,,,,,
673819,2019-02-01 16:10:28,18,,64,,,,,,,1
673869,2019-02-27 07:01:39,31,,,,,,,,,
673886,2019-02-17 05:36:35,31,,,,,,,,,
673897,2019-03-15 14:52:42,,,1,,,,,,,
673959,2019-01-13 05:33:26,31,,,,,,,,,
673985,2018-10-20 04:47:32,,,1,,,,,,,
674004,2019-01-09 14:38:36,32,,28,,,,,,,8
674088,2018-11-10 14:40:29,,,1,,,,,,,
674106,2019-03-11 17:52:36,,,1,,,,,,,
674117,2019-02-26 11:20:45,2,1,12,4,,,,,,
674187,2019-02-22 05:37:04,34,,1,2,,,,,,
674195,2018-01-04 14:03:01,,,1,,,,,,,
674204,2019-01-16 15:11:46,31,,,,,,,,,
674319,2019-02-22 10:27:27,2,1,12,4,,,,,,
674325,2019-03-18 17:01:07,4,,3,,,,,,,220
674350,2019-03-06 15:02:44,,,,,,,,,,
674412,2019-02-02 12:51:45,,,1,,,,,,,
674450,2019-03-01 10:19:30,23,,54,,,,,,3,3
674490,2018-11-13 04:39:40,,,1,,,,,,,
674508,2019-02-21 15:03:33,,,,,,,,,,
674539,2018-12-20 07:08:57,31,,,,,,,,,
674547,2019-03-10 11:52:55,,,,,,,,,,
674571,2019-02-28 19:20:36,5,,338,,2,,,,,2
674595,2019-02-18 20:21:36,,,1,,,,,,,
674597,2018-11-03 04:31:49,31,,,,,,,,,
674628,2019-02-24 07:03:01,,,1,,,,,,,
674632,2018-06-21 15:23:05,31,,,,,,,,,
674649,2019-03-18 22:08:23,965,,31,,,,,,2,2
674672,2019-01-25 19:03:10,32,1,2,,,,,,,6
674673,2019-03-06 23:38:45,,,,,,,,,,
674687,2019-03-07 09:32:07,29,1,29,,,,,,,10
674694,2019-03-06 12:52:42,,,,,,,,,,
674724,2018-11-03 04:45:24,,,1,,,,,,,
674740,2019-02-15 19:52:39,,,3,,,,,,,10
674836,2018-01-08 17:47:15,,,1,,,,,,,
674845,2019-02-24 05:48:35,,,1,,,,,,,
674912,2019-03-13 15:52:29,31,,,,,,,,,
674923,2019-03-14 20:12:09,31,,,,,,,,,
674928,2019-03-01 17:52:07,,,1,,,,,,,
674938,2019-02-19 07:03:45,,,1,,,,,,,
674951,2018-10-18 04:45:34,,,1,,,,,,,
674954,2019-02-20 16:59:24,8,1,4,,,,,,,
674955,2019-02-19 08:32:09,,,1,,,,,,,
674996,2019-03-01 09:54:37,,,1,,,,,,,
675037,2019-03-18 14:23:08,39,1,25,,,,,,2,247
675097,2018-12-20 17:00:46,37,,6,,,,,,,
675100,2018-08-24 04:41:41,,,1,,,,,,,
675126,2019-02-17 05:36:33,,,1,,,,,,,
675134,2018-11-03 04:33:15,,,1,,,,,,,
675197,2019-02-27 05:35:53,,,1,,,,,,,
675229,2019-02-24 05:35:19,,,1,,,,,,,
675263,2019-02-15 05:31:38,31,,,,,,,,,
675269,2019-03-15 18:50:10,38,,12,,,,,,,10
675275,2019-03-10 18:52:13,,,1,,,,,,,
675294,2018-12-14 04:31:26,,,1,,,,,,,
675297,2019-03-07 19:22:20,,,1,,,,,,,
675336,2019-02-13 05:34:23,,,1,,,,,,,
675361,2019-03-08 15:47:27,10,,4,3,,,,,,
675379,2019-01-18 05:42:20,,,1,,,,,,,
675454,2019-02-26 18:51:55,,,,,,,,,,
675469,2018-03-02 19:09:05,,,1,,,,,,,
675484,2018-10-17 16:30:50,,,1,,,,,,,
675511,2019-02-17 11:42:23,,,1,,,,,,,
675563,2018-10-25 04:33:18,,,1,,,,,,,
675601,2019-03-08 12:20:14,2,,2,3,,,,,,
675611,2018-08-08 04:35:14,,,1,,,,,,,
